,CondTempCirc1,Data_EVD_Emb_1.EVD.Variables.EEV_PosPercent.Val,DscgTempCirc1,EbmpapstFan_1_Mng.ElectrInfo_EBM_1.CurrPower,EvapTempCirc1,ExtTemp,FiltPress,InvInfoCirc1.Info_MotPwr,PumpPress,SubCoolCir1,SuctSH_Circ1,UnitStatus,W_InTempUser,W_OutTempEvap,W_OutTempUser,WaterFlowMeter,timestamp
17018,47.7,72.5,73.7,42.9,7.5,39.1,0.5,2.7,4.4,3.2,8.3,9.0,16.2,12.7,13.1,40.8,2020-09-02T12:36:34.768Z
17019,41.9,43.3,64.0,37.1,9.0,35.6,0.7,0.9,4.3,2.8,7.5,9.0,16.1,14.8,14.7,50.1,2020-09-02T15:20:02.819Z
17020,34.3,67.7,49.4,30.0,4.2,25.6,1.1,1.3,4.1,3.7,8.9,9.0,13.2,11.6,12.0,65.1,2020-10-07T17:50:23.332Z
17021,36.7,70.0,59.9,30.5,3.4,27.1,1.1,1.9,4.1,3.0,7.9,9.0,11.4,9.3,9.6,65.1,2020-10-08T08:11:54.299Z
17022,43.6,51.3,83.9,41.4,2.6,37.7,0.8,1.5,4.2,2.0,7.3,9.0,9.9,7.9,7.8,54.6,2020-08-12T20:55:41.570Z
17023,48.2,76.0,72.3,43.4,6.2,39.1,0.5,2.9,4.4,2.5,7.9,9.0,14.3,11.2,11.7,41.1,2020-09-02T13:31:13.524Z
17024,41.3,69.4,71.1,36.9,3.9,37.7,0.6,1.4,4.3,2.3,8.1,9.0,12.0,9.3,9.5,45.7,2020-09-01T15:29:25.580Z
17025,45.3,71.0,83.6,44.9,3.0,37.5,0.8,2.8,4.2,2.2,7.3,9.0,10.6,8.2,8.3,55.0,2020-08-12T22:20:10.617Z
17026,44.5,74.0,79.3,43.0,5.6,37.5,0.4,2.3,4.5,2.3,7.6,9.0,13.4,10.6,10.5,38.4,2020-08-21T07:29:37.762Z
17027,39.6,37.9,59.9,32.8,9.3,35.4,0.5,0.7,4.4,2.1,6.0,9.0,14.7,13.5,13.3,43.6,2020-08-21T19:00:44.884Z
17028,29.0,41.9,46.6,41.9,5.1,24.1,0.3,0.5,4.5,2.8,6.2,9.0,11.1,8.8,8.8,30.2,2020-11-04T07:26:05.437Z
17029,45.1,78.8,79.9,42.7,7.4,39.4,0.6,2.7,4.3,2.2,8.0,9.0,15.9,12.7,12.7,49.7,2020-09-02T16:50:16.507Z
17030,44.1,75.0,66.3,43.7,6.2,36.0,0.7,2.5,4.2,3.4,8.8,9.0,14.9,13.0,13.2,51.8,2020-08-20T22:34:49.366Z
17031,45.0,61.9,65.8,42.6,8.3,38.2,0.5,1.6,4.4,2.4,8.4,9.0,16.6,14.1,14.3,41.0,2020-09-02T13:05:22.441Z
17032,41.9,60.6,72.5,40.5,2.9,36.2,0.8,1.9,4.2,2.6,9.1,9.0,11.7,9.9,9.9,54.8,2020-08-12T22:36:16.188Z
17033,40.4,44.2,65.6,36.4,7.4,36.1,0.5,0.9,4.3,2.5,5.8,9.0,12.9,11.1,10.9,43.5,2020-08-21T21:12:13.295Z
17034,36.9,61.7,70.5,27.2,2.5,27.9,1.1,1.5,4.1,2.5,7.3,9.0,9.9,8.0,8.1,64.4,2020-10-08T02:54:06.569Z
17035,36.9,62.7,70.5,27.3,2.5,27.9,1.1,1.5,4.1,2.6,7.3,9.0,9.9,8.0,8.1,64.4,2020-10-08T02:54:06.008Z
17036,44.4,71.0,67.3,40.4,7.1,36.4,0.6,2.2,4.3,3.3,8.5,9.0,15.5,13.3,13.4,46.6,2020-08-21T12:28:57.876Z
17037,45.9,73.3,69.1,44.7,8.2,36.4,0.3,2.5,4.5,2.7,7.4,9.0,16.2,12.2,13.0,34.5,2020-08-21T07:49:00.959Z
17038,38.9,26.3,72.3,35.6,3.1,36.0,0.8,0.7,4.2,2.2,8.1,9.0,10.3,9.3,9.1,54.8,2020-08-12T22:44:11.541Z
17039,35.8,45.0,71.0,27.6,2.9,28.5,1.1,0.9,4.1,2.1,6.5,9.0,9.4,7.6,7.6,65.2,2020-10-08T04:44:23.689Z
17040,44.7,79.6,79.4,43.0,6.7,39.2,0.7,2.8,4.3,2.3,7.3,9.0,14.4,11.2,11.3,50.7,2020-09-02T15:47:09.372Z
17041,39.7,37.3,59.9,33.2,9.6,35.4,0.5,0.6,4.4,2.4,5.7,9.0,14.7,13.5,13.3,43.7,2020-08-21T19:00:54.463Z
17042,42.0,63.8,77.7,39.3,3.2,38.4,0.6,1.7,4.3,2.5,7.3,9.0,10.6,8.1,8.1,45.9,2020-09-01T20:27:17.226Z
17043,37.1,71.7,66.3,31.5,5.1,28.8,1.1,1.7,4.1,2.8,8.3,9.0,13.5,11.4,11.5,64.9,2020-10-08T01:55:40.963Z
17044,46.9,69.4,84.3,44.1,4.4,38.6,0.5,2.6,4.3,2.3,7.2,9.0,12.1,8.9,9.1,44.0,2020-08-21T13:42:28.090Z
17045,44.8,100.0,86.2,39.3,14.5,39.1,0.8,2.9,4.2,3.0,12.2,9.0,26.8,23.8,24.0,57.1,2020-09-02T08:23:19.012Z
17046,44.2,72.7,80.6,40.1,6.1,39.1,0.7,2.2,4.3,2.3,7.6,9.0,14.1,10.9,11.0,50.5,2020-09-02T16:38:19.222Z
17047,45.3,81.9,73.3,42.5,8.3,38.3,0.5,2.9,4.4,2.4,8.1,9.0,17.0,13.0,13.5,40.9,2020-09-02T13:06:54.544Z
17048,45.0,75.0,53.3,43.8,5.4,35.5,0.5,2.6,4.3,3.1,7.9,9.0,13.5,11.0,11.6,43.9,2020-08-21T15:20:24.754Z
17049,36.5,87.9,59.1,87.9,6.0,25.6,0.4,2.5,4.5,3.0,6.0,9.0,13.7,9.1,9.5,34.3,2020-11-04T18:03:41.730Z
17050,33.6,47.1,49.7,24.4,6.6,27.5,1.9,0.7,3.7,2.8,8.1,9.0,14.3,13.6,13.5,89.3,2020-10-07T14:55:42.645Z
17051,36.6,67.3,68.5,32.3,2.9,27.6,1.1,1.7,4.1,2.6,8.4,9.0,11.3,9.3,9.4,65.2,2020-10-08T04:11:00.483Z
17052,36.5,66.9,68.5,32.2,2.8,27.4,1.1,1.7,4.1,2.6,8.4,9.0,11.3,9.3,9.4,65.3,2020-10-08T04:11:06.317Z
17053,42.8,52.3,68.6,38.9,2.8,37.8,0.6,1.5,4.3,2.7,8.3,9.0,10.8,8.9,8.9,45.3,2020-09-01T16:44:47.209Z
17054,37.3,66.5,72.0,33.6,3.1,28.8,1.1,1.8,4.1,2.5,7.2,9.0,10.5,8.4,8.5,65.1,2020-10-08T01:29:26.400Z
17055,42.1,65.8,77.8,39.3,3.1,38.4,0.6,1.9,4.3,2.5,7.4,9.0,10.6,8.1,8.1,46.3,2020-09-01T20:27:13.188Z
17056,38.9,28.1,64.4,34.6,3.4,35.4,0.5,0.7,4.3,2.4,6.3,9.0,8.9,7.8,7.6,43.7,2020-08-21T17:53:15.328Z
17057,46.0,66.3,80.8,44.0,4.8,38.2,0.5,2.3,4.3,2.1,7.9,9.0,13.1,9.8,9.9,43.9,2020-08-21T16:33:55.296Z
17058,31.2,53.3,57.9,53.3,3.0,25.0,0.3,1.0,4.5,2.6,8.0,9.0,11.2,7.9,7.9,30.5,2020-11-04T10:13:14.838Z
17059,33.7,53.8,62.0,26.8,4.6,27.2,1.1,1.0,4.1,2.6,8.5,9.0,12.9,11.5,11.4,65.2,2020-10-08T01:57:55.913Z
17060,40.5,77.1,74.1,37.6,3.8,31.5,1.9,2.6,3.6,2.7,6.5,9.0,10.5,8.9,9.0,88.4,2020-10-07T14:10:46.373Z
17061,39.0,14.2,65.7,30.9,7.7,35.7,0.7,0.4,4.3,2.9,8.0,9.0,14.8,14.1,13.6,50.0,2020-09-02T16:42:05.120Z
17062,43.5,73.8,73.7,41.1,4.9,37.7,0.6,2.6,4.3,2.6,8.5,9.0,13.7,10.4,10.9,46.1,2020-09-01T20:42:29.201Z
17063,35.6,63.8,57.4,29.8,5.3,27.5,1.1,1.3,4.1,2.9,8.0,9.0,13.2,11.5,11.7,65.2,2020-10-07T17:21:34.329Z
17064,28.1,39.8,46.5,39.8,5.6,23.0,0.3,0.5,4.5,2.6,8.1,9.0,13.6,11.4,11.4,30.7,2020-11-04T09:19:40.734Z
17065,28.1,41.7,46.0,41.7,5.4,23.1,0.3,0.5,4.5,2.8,8.4,9.0,13.7,11.5,11.4,30.7,2020-11-04T09:17:47.569Z
17066,40.9,45.4,73.8,38.2,4.1,36.6,0.8,1.2,4.2,2.2,8.1,9.0,11.8,10.2,10.0,54.7,2020-08-12T22:34:36.882Z
17067,41.3,47.9,74.1,38.5,4.1,36.5,0.8,1.2,4.2,2.2,8.1,9.0,11.8,10.0,9.9,54.8,2020-08-12T21:08:27.895Z
17068,43.6,66.3,73.4,43.1,2.7,38.1,0.4,2.2,4.5,3.2,8.8,9.0,11.6,8.6,8.8,35.9,2020-09-03T00:44:02.374Z
17069,42.9,51.3,79.0,41.1,3.3,37.8,0.5,1.6,4.4,2.6,8.2,9.0,11.4,9.3,9.2,44.2,2020-08-21T14:58:54.426Z
17070,39.3,43.1,68.3,38.2,2.0,35.2,0.8,1.2,4.2,2.4,8.6,9.0,9.8,8.9,8.8,54.8,2020-08-12T21:26:29.372Z
17071,40.4,27.7,76.0,37.6,2.8,36.9,0.5,0.7,4.3,2.0,7.2,9.0,9.5,7.9,7.7,43.7,2020-08-21T15:09:40.969Z
17072,41.6,49.4,71.8,39.4,1.2,36.2,0.8,1.5,4.2,2.2,5.4,9.0,6.3,4.6,4.6,54.4,2020-08-12T17:48:52.322Z
17073,43.7,76.7,78.9,44.5,6.0,34.3,0.5,2.7,4.3,2.4,6.9,9.0,13.5,9.8,9.8,44.0,2020-08-14T03:05:08.653Z
17074,45.8,75.2,77.2,45.1,7.5,37.6,0.7,2.4,4.2,2.4,6.4,9.0,14.3,11.4,11.4,52.2,2020-08-21T04:57:28.737Z
17075,39.4,23.1,62.1,38.3,1.1,35.7,0.4,0.7,4.5,2.7,8.2,9.0,8.2,7.2,7.0,36.1,2020-09-02T21:54:27.586Z
17076,42.4,47.9,49.6,40.4,9.3,34.9,0.8,1.6,4.2,3.2,4.8,9.0,14.0,12.7,13.0,54.7,2020-08-12T23:16:31.362Z
17077,41.9,63.1,64.2,38.7,7.0,37.7,0.6,1.5,4.3,2.7,7.6,9.0,14.5,12.4,12.5,46.1,2020-09-01T20:07:51.048Z
17078,40.4,78.1,72.8,36.8,4.7,31.1,1.4,2.5,3.9,2.6,7.9,9.0,12.8,10.7,10.9,73.9,2020-10-07T16:03:32.131Z
17079,43.9,76.5,78.1,39.9,8.2,38.8,0.5,2.4,4.4,2.2,7.7,9.0,16.4,12.6,12.7,40.9,2020-09-02T13:54:03.281Z
17080,42.6,58.1,76.6,38.6,6.2,37.1,0.3,1.7,4.5,2.5,8.5,9.0,14.8,11.7,11.2,34.2,2020-08-21T08:31:40.868Z
17081,43.6,75.0,77.9,44.8,5.0,34.4,0.5,2.8,4.3,2.4,5.7,9.0,11.9,8.4,8.4,43.9,2020-08-14T03:50:16.459Z
17082,37.9,6.7,77.6,29.8,2.7,36.4,0.8,0.4,4.2,3.1,7.8,9.0,8.9,8.3,7.7,54.8,2020-08-12T21:21:54.458Z
17083,42.3,54.8,65.9,38.7,8.4,36.5,0.5,1.1,4.3,2.5,5.8,9.0,14.1,12.0,12.0,44.0,2020-08-21T20:57:40.596Z
17084,45.0,68.8,82.7,44.4,2.0,37.3,0.8,2.8,4.2,2.5,8.5,9.0,10.6,8.3,8.4,54.9,2020-08-12T22:01:48.718Z
17085,45.1,68.5,84.8,44.2,1.7,37.6,0.8,2.8,4.2,2.2,7.9,9.0,9.8,7.5,7.6,55.0,2020-08-12T21:18:13.428Z
17086,40.6,46.9,65.5,37.3,7.9,35.8,0.7,1.1,4.2,2.9,7.8,9.0,15.2,14.0,13.9,51.9,2020-08-20T22:10:20.588Z
17087,43.9,77.7,80.6,42.0,4.1,39.0,0.6,2.8,4.3,2.4,8.0,9.0,12.5,9.3,9.5,45.8,2020-09-01T20:22:34.055Z
17088,34.6,35.6,68.7,27.4,3.8,31.8,1.5,0.6,3.9,1.4,6.1,9.0,9.6,8.4,8.2,76.2,2020-10-08T09:34:36.672Z
17089,43.5,67.7,80.3,42.5,4.4,38.9,0.4,2.1,4.5,2.3,7.8,9.0,12.8,8.7,9.0,36.0,2020-09-03T00:38:29.264Z
17090,33.3,61.5,48.3,27.5,7.5,25.9,1.1,1.0,4.1,3.1,7.4,9.0,14.7,13.4,13.6,65.3,2020-10-08T01:50:12.424Z
17091,48.4,80.2,84.2,44.6,8.8,39.0,0.6,3.1,4.3,2.2,8.4,9.0,17.7,14.2,14.3,46.3,2020-08-21T13:10:46.812Z
17092,40.1,79.4,70.7,36.6,5.0,30.5,1.4,2.6,3.9,2.5,8.1,9.0,13.3,11.1,11.3,74.5,2020-10-07T16:02:28.937Z
17093,44.7,56.0,77.7,42.3,4.4,37.6,0.5,1.7,4.4,2.3,7.5,9.0,12.1,9.1,9.2,44.2,2020-08-21T13:54:48.796Z
17094,46.6,72.1,72.0,42.7,6.8,37.1,0.6,2.6,4.3,2.7,7.8,9.0,14.8,11.9,12.2,46.8,2020-08-21T12:18:16.462Z
17095,39.6,59.6,77.0,37.4,4.7,34.2,0.5,0.9,4.3,1.9,6.4,9.0,11.2,8.4,8.0,44.3,2020-08-14T03:55:45.158Z
17096,44.9,67.9,84.3,44.0,1.4,37.7,0.8,2.8,4.2,2.4,7.5,9.0,9.1,6.8,6.9,54.1,2020-08-12T23:39:08.769Z
17097,40.5,76.7,74.2,38.0,3.6,32.5,1.9,2.6,3.6,2.6,6.0,9.0,9.9,8.3,8.5,88.3,2020-10-07T14:12:18.519Z
17098,46.3,77.5,83.6,42.8,3.9,37.9,0.7,2.9,4.2,2.4,7.0,9.0,11.4,8.6,8.5,52.1,2020-08-20T13:11:58.413Z
17099,37.5,60.2,68.1,33.5,2.2,30.9,1.9,1.4,3.6,2.7,7.3,9.0,9.4,8.1,8.2,88.6,2020-10-07T13:28:08.569Z
17100,44.6,65.8,83.1,43.9,1.0,37.4,0.8,2.6,4.2,2.4,6.2,9.0,7.5,5.1,5.2,55.0,2020-08-12T23:45:10.408Z
17101,43.6,52.3,79.6,39.9,4.1,38.0,0.5,1.4,4.3,2.0,8.4,9.0,12.5,9.8,9.8,44.0,2020-08-21T16:35:34.543Z
17102,45.7,76.7,79.9,43.8,5.8,37.5,0.3,2.8,4.5,2.2,8.5,9.0,15.0,10.5,10.7,34.3,2020-08-21T08:30:21.550Z
17103,33.7,34.8,71.7,29.4,1.8,29.3,1.1,0.6,4.1,2.0,6.5,9.0,8.2,6.5,6.3,64.9,2020-10-07T18:44:35.521Z
17104,41.7,49.6,71.9,39.6,1.1,36.2,0.8,1.6,4.2,2.4,5.5,9.0,6.2,4.5,4.5,54.8,2020-08-12T17:50:54.281Z
17105,34.6,40.8,68.7,28.4,4.2,27.9,1.1,0.6,4.1,1.8,6.1,9.0,10.2,8.5,8.4,64.9,2020-10-08T02:34:30.964Z
17106,40.5,20.0,66.8,35.0,4.3,37.3,0.6,0.5,4.3,2.0,7.8,9.0,11.0,10.0,9.8,46.0,2020-09-01T15:59:07.281Z
17107,40.5,20.0,66.8,34.9,4.2,37.3,0.6,0.5,4.3,2.1,7.9,9.0,11.0,10.0,9.8,46.0,2020-09-01T15:59:06.926Z
17108,43.1,70.6,79.6,39.8,5.6,39.0,0.5,2.2,4.4,2.5,8.3,9.0,14.3,10.7,10.6,40.9,2020-09-02T14:20:44.518Z
17109,41.9,44.6,55.2,38.2,7.8,35.5,0.5,1.2,4.4,2.8,4.5,9.0,12.2,10.7,11.0,44.1,2020-08-21T17:06:30.242Z
17110,42.0,44.6,55.3,38.3,7.8,35.5,0.5,1.2,4.4,2.8,4.5,9.0,12.2,10.7,11.0,44.0,2020-08-21T17:06:30.756Z
17111,39.8,24.0,70.7,37.2,5.4,37.6,0.4,0.6,4.5,1.9,7.3,9.0,12.5,9.6,9.4,35.8,2020-09-03T01:30:06.896Z
17112,48.6,79.0,71.8,43.7,8.1,39.4,0.7,2.6,4.3,2.2,8.1,9.0,16.4,13.6,13.9,50.4,2020-09-02T16:11:49.106Z
17113,38.7,59.6,73.4,31.8,4.0,32.4,1.9,1.3,3.6,2.1,5.1,9.0,9.2,7.8,7.8,88.4,2020-10-07T14:14:15.961Z
17114,29.8,10.4,62.4,15.8,2.6,26.7,1.1,0.3,4.1,3.8,8.3,9.0,9.8,9.4,9.2,64.5,2020-10-07T17:36:53.093Z
17115,44.7,77.3,70.8,43.1,6.7,36.5,0.7,2.5,4.2,3.1,7.1,9.0,13.8,11.4,11.4,51.5,2020-08-21T07:24:38.508Z
17116,43.2,82.3,77.5,82.3,5.8,35.3,0.6,2.7,4.3,2.7,7.7,9.0,14.0,10.7,11.4,45.6,2020-11-03T12:39:54.935Z
17117,45.1,81.3,71.2,42.3,8.2,38.0,0.5,2.8,4.4,2.6,8.3,9.0,17.0,13.1,13.7,40.8,2020-09-02T13:06:36.223Z
17118,42.7,52.9,73.3,39.2,3.3,37.1,0.6,1.5,4.3,3.2,8.1,9.0,11.1,9.3,9.4,45.8,2020-09-01T15:04:10.553Z
17119,44.0,63.3,82.3,41.6,5.9,37.9,0.3,1.4,4.5,2.2,8.4,9.0,14.8,10.7,10.3,34.3,2020-08-21T08:12:51.907Z
17120,44.3,75.4,80.0,42.0,4.9,39.1,0.6,2.7,4.3,2.3,7.8,9.0,13.2,9.9,10.1,45.8,2020-09-01T15:44:04.829Z
17121,43.8,74.6,80.0,41.1,4.7,38.9,0.6,2.7,4.3,2.4,8.0,9.0,13.1,9.8,10.0,45.9,2020-09-01T15:44:20.284Z
17122,36.8,69.2,65.8,30.8,3.6,28.1,1.1,1.7,4.1,2.7,7.5,9.0,11.1,9.1,9.2,64.4,2020-10-08T06:32:42.847Z
17123,45.1,68.8,66.5,43.4,4.6,36.2,0.5,2.4,4.3,2.9,7.6,9.0,12.3,9.5,10.1,43.8,2020-08-21T13:53:15.892Z
17124,45.3,77.1,62.9,43.4,6.0,38.1,0.6,2.6,4.3,2.4,8.5,9.0,14.5,12.0,12.6,45.9,2020-09-01T15:39:49.414Z
17125,42.8,68.1,76.6,39.0,6.0,38.5,0.7,2.0,4.3,2.7,8.5,9.0,14.6,12.1,11.9,50.5,2020-09-02T15:07:10.094Z
17126,38.4,75.4,73.5,35.1,1.9,29.8,1.1,2.4,4.1,2.8,8.1,9.0,10.2,8.1,8.3,65.0,2020-10-07T18:38:25.121Z
17127,41.7,46.5,68.9,35.9,6.7,37.9,0.5,1.1,4.4,1.8,9.2,9.0,15.6,13.8,13.5,40.9,2020-09-02T12:34:13.878Z
17128,34.6,62.5,57.3,31.1,4.9,26.7,1.1,1.2,4.1,2.8,7.8,9.0,12.5,10.8,11.0,65.1,2020-10-08T04:06:23.844Z
17129,39.0,34.0,68.5,38.3,2.8,35.4,0.8,0.9,4.2,2.3,7.9,9.0,9.7,8.9,8.9,54.7,2020-08-12T21:26:09.800Z
17130,39.0,33.8,68.5,38.4,2.8,35.4,0.8,0.9,4.2,2.2,7.8,9.0,9.7,8.9,8.9,54.7,2020-08-12T21:26:11.502Z
17131,44.0,76.7,76.9,40.8,5.6,38.6,0.5,2.6,4.4,2.6,8.1,9.0,14.1,10.6,10.7,40.8,2020-09-02T13:35:40.678Z
17132,36.0,62.5,60.5,62.5,1.8,24.8,0.3,2.4,4.5,3.0,4.2,9.0,10.2,5.4,6.0,30.6,2020-11-04T12:05:31.843Z
17133,42.0,48.8,75.2,37.3,1.1,38.6,0.6,1.3,4.3,2.2,6.5,9.0,7.5,5.1,5.3,45.6,2020-09-01T14:35:23.537Z
17134,39.3,31.9,73.1,33.5,5.3,36.5,0.3,0.8,4.5,2.5,9.2,9.0,14.2,12.0,10.9,34.4,2020-08-21T08:25:06.292Z
17135,43.9,77.1,80.4,42.1,4.3,39.1,0.6,2.7,4.3,2.4,8.1,9.0,12.7,9.5,9.7,45.9,2020-09-01T20:21:56.532Z
17136,47.7,68.3,84.8,44.7,7.1,39.1,0.5,2.7,4.4,2.1,7.3,9.0,14.9,11.6,12.1,37.3,2020-08-21T13:16:31.633Z
17137,39.2,32.7,60.8,36.0,4.5,35.2,0.5,0.8,4.4,2.3,7.9,9.0,11.6,10.4,10.3,44.0,2020-08-21T14:38:44.985Z
17138,39.2,33.8,61.1,36.0,4.4,35.1,0.5,0.8,4.4,2.3,8.0,9.0,11.6,10.3,10.3,43.9,2020-08-21T14:38:56.470Z
17139,40.2,52.3,63.4,34.7,7.0,35.5,0.7,1.1,4.2,2.3,9.0,9.0,15.6,14.2,13.9,52.1,2020-08-21T06:46:27.185Z
17140,40.9,21.0,57.9,38.3,-1.5,35.0,0.5,1.0,4.3,4.1,13.1,9.0,12.9,12.1,12.5,44.2,2020-08-21T16:30:27.154Z
17141,41.3,42.3,70.9,39.8,5.2,37.8,0.4,1.0,4.5,1.9,7.2,9.0,12.5,9.1,9.4,35.6,2020-09-03T01:29:51.595Z
17142,43.8,75.6,80.4,42.7,4.5,39.0,0.4,2.8,4.5,2.4,8.2,9.0,13.4,9.2,9.5,35.7,2020-09-03T00:25:56.925Z
17143,35.6,60.4,56.1,27.3,6.6,28.4,1.9,1.1,3.7,2.8,7.9,9.0,14.2,13.2,13.2,89.1,2020-10-07T14:58:16.101Z
17144,44.0,61.3,84.4,41.5,1.7,37.6,0.8,1.9,4.2,2.0,7.4,9.0,9.2,7.0,7.0,54.7,2020-08-12T21:20:30.834Z
17145,45.7,75.6,82.4,43.9,4.5,37.9,0.3,2.9,4.5,2.3,7.6,9.0,13.1,8.7,8.7,34.3,2020-08-21T08:48:19.276Z
17146,42.9,66.9,69.0,42.3,4.7,37.5,0.4,2.0,4.5,2.8,8.4,9.0,13.3,9.7,10.3,35.9,2020-09-03T02:00:21.787Z
17147,45.8,68.1,85.5,43.7,1.6,38.5,0.5,2.8,4.3,2.3,8.1,9.0,10.0,7.2,7.3,44.3,2020-08-21T16:48:52.187Z
17148,41.2,60.2,72.3,38.2,6.1,37.9,0.7,1.5,4.3,2.6,8.9,9.0,14.9,12.9,12.6,50.3,2020-09-02T15:02:21.098Z
17149,43.5,76.5,78.5,45.0,4.8,34.3,0.5,2.8,4.3,2.5,6.4,9.0,12.0,8.5,8.5,44.7,2020-08-14T03:16:33.558Z
17150,38.6,76.7,72.4,35.8,2.8,29.0,1.1,2.5,4.1,2.7,6.8,9.0,9.8,7.6,7.8,65.1,2020-10-08T05:57:24.680Z
17151,40.7,35.8,74.7,35.3,5.8,38.3,0.6,0.8,4.3,1.7,7.1,9.0,12.8,10.2,10.1,45.8,2020-09-01T19:17:41.063Z
17152,31.1,37.5,52.6,21.3,5.0,25.9,1.1,0.5,4.1,2.6,7.5,9.0,12.0,11.1,11.0,64.9,2020-10-08T08:43:23.082Z
17153,30.8,32.5,52.9,20.9,5.0,26.1,1.1,0.5,4.1,2.5,7.5,9.0,11.9,11.1,11.0,65.0,2020-10-08T08:42:47.954Z
17154,37.7,70.0,66.6,29.5,4.3,27.8,1.1,1.8,4.1,2.7,7.9,9.0,12.3,10.0,10.2,64.7,2020-10-08T08:34:10.294Z
17155,47.0,75.2,78.5,45.5,7.0,37.7,0.7,2.8,4.2,2.3,7.9,9.0,15.2,12.3,12.3,51.9,2020-08-20T22:36:20.991Z
17156,37.6,64.0,64.2,33.0,1.7,29.9,1.9,1.8,3.6,2.9,8.3,9.0,9.9,8.7,8.7,88.6,2020-10-07T13:25:40.339Z
17157,37.9,79.2,60.5,34.2,4.1,27.2,1.1,2.3,4.1,3.0,8.0,9.0,12.3,9.8,10.1,65.0,2020-10-07T19:02:03.144Z
17158,40.8,39.8,75.2,39.0,4.0,38.6,0.4,0.7,4.5,2.0,7.4,9.0,11.4,8.5,8.5,35.8,2020-09-03T00:44:55.046Z
17159,40.4,45.8,61.0,31.5,11.2,36.9,0.6,0.7,4.3,2.5,5.8,9.0,16.6,15.0,14.9,45.9,2020-09-01T11:54:30.101Z
17160,40.3,45.6,61.0,31.4,11.2,36.9,0.6,0.7,4.3,2.6,5.8,9.0,16.6,15.0,14.9,45.9,2020-09-01T11:54:29.617Z
17161,44.8,75.6,66.9,44.7,6.1,36.5,0.7,2.6,4.2,3.4,8.9,9.0,14.9,12.9,13.1,51.8,2020-08-20T19:46:48.349Z
17162,46.6,79.6,77.4,45.5,7.3,37.4,0.7,2.9,4.2,2.3,8.5,9.0,16.2,13.1,13.1,51.7,2020-08-21T06:50:03.857Z
17163,43.5,71.0,74.4,42.2,3.0,38.8,0.6,2.5,4.3,2.4,8.8,9.0,11.9,9.2,9.5,45.8,2020-09-01T19:52:20.976Z
17164,42.6,57.7,60.4,39.5,5.7,37.0,0.6,1.5,4.3,2.6,7.8,9.0,13.2,11.3,11.6,45.6,2020-09-01T16:57:04.574Z
17165,42.5,57.3,60.7,39.4,5.7,37.1,0.6,1.5,4.3,2.6,7.8,9.0,13.3,11.3,11.5,45.6,2020-09-01T16:57:07.249Z
17166,30.6,39.2,48.1,24.3,4.2,25.5,1.1,0.6,4.1,2.6,7.2,9.0,10.9,9.9,9.9,65.1,2020-10-08T06:58:50.113Z
17167,34.3,47.5,66.6,27.3,1.9,29.6,1.9,1.0,3.6,2.7,8.2,9.0,9.8,8.9,8.8,88.9,2020-10-07T12:01:44.443Z
17168,38.5,29.8,66.9,36.6,0.2,35.1,0.8,0.8,4.2,2.2,6.7,9.0,5.9,4.9,4.7,54.5,2020-08-12T18:09:17.722Z
17169,38.6,28.3,67.1,36.9,0.2,35.1,0.8,0.8,4.2,2.3,6.6,9.0,5.8,4.8,4.6,54.5,2020-08-12T18:08:42.572Z
17170,36.4,51.3,69.8,30.1,3.1,30.8,1.9,1.2,3.6,2.2,7.0,9.0,10.0,8.8,8.8,88.6,2020-10-07T12:00:42.236Z
17171,47.5,77.7,78.3,45.3,6.8,38.0,0.7,3.0,4.2,2.4,8.0,9.0,15.1,12.3,12.3,51.9,2020-08-20T19:48:13.781Z
17172,36.9,70.0,60.1,31.9,4.1,27.2,1.1,1.8,4.1,3.2,8.3,9.0,12.4,10.3,10.6,65.4,2020-10-07T18:32:28.367Z
17173,42.0,64.2,68.8,39.7,6.1,35.9,0.3,1.8,4.5,2.7,8.6,9.0,14.7,12.0,12.0,34.2,2020-08-21T08:28:13.651Z
17174,44.3,73.5,68.5,38.8,11.3,36.5,0.7,1.6,4.2,2.5,5.5,9.0,16.9,14.4,14.2,51.4,2020-08-20T12:00:56.145Z
17175,44.3,72.3,68.5,39.2,11.2,36.7,0.7,1.6,4.2,2.4,5.4,9.0,16.8,14.3,14.2,51.3,2020-08-20T12:01:44.981Z
17176,44.3,74.0,66.3,44.0,6.7,36.1,0.7,2.4,4.3,3.5,8.7,9.0,15.3,13.4,13.5,52.0,2020-08-20T23:55:53.201Z
17177,40.6,73.8,71.0,37.2,4.5,37.7,0.6,1.5,4.3,2.5,8.6,9.0,13.0,10.3,10.4,45.7,2020-09-01T18:50:42.972Z
17178,45.1,89.8,73.0,45.2,8.6,35.1,0.5,2.9,4.3,2.0,8.0,9.0,17.1,13.3,13.6,44.3,2020-08-14T04:07:34.809Z
17179,47.4,70.2,83.2,45.5,6.7,38.8,0.7,2.3,4.2,2.0,6.0,9.0,13.3,10.2,10.2,51.8,2020-08-20T21:45:22.935Z
17180,43.8,73.1,68.5,39.4,5.8,36.5,0.6,2.3,4.3,3.0,8.9,9.0,14.7,12.5,12.4,46.5,2020-08-21T12:17:43.400Z
17181,44.6,75.0,79.4,43.1,5.4,37.5,0.5,2.3,4.4,2.4,7.8,9.0,13.4,10.6,10.5,47.1,2020-08-21T07:29:31.100Z
